id,present_in_first_screening,claude_decision,claude_reason,codex_decision,codex_reason,gemini_decision,gemini_reason,human_decision,human_reason
2204,no,,,,,,,,
2205,no,,,,,,,,
2206,no,,,,,,,,
2207,no,,,,,,,,
2208,no,,,,,,,,
2209,no,,,,,,,,
2210,no,,,,,,,,
2211,no,,,,,,,,
2212,no,,,,,,,,
2213,no,,,,,,,,
2214,no,,,,,,,,
2215,no,,,,,,,,
2216,no,,,,,,,,
2217,no,,,,,,,,
2218,no,,,,,,,,
2219,no,,,,,,,,
2220,no,,,,,,,,
2221,no,,,,,,,,
2222,yes,,,,,,,exclude,
2223,no,,,,,,,,
2224,no,,,,,,,,
2225,no,,,,,,,,
2226,no,,,,,,,,
2227,no,,,,,,,,
2228,no,,,,,,,,
2229,no,,,,,,,,
2230,no,,,,,,,,
2231,no,,,,,,,,
2232,no,,,,,,,,
2233,no,,,,,,,,
2234,no,,,,,,,,
2235,no,,,,,,,,
2236,no,,,,,,,,
2237,no,,,,,,,,
2238,no,,,,,,,,
2239,yes,,,,,,,exclude,EC1
2240,no,,,,,,,,
2241,no,,,,,,,,
2242,no,,,,,,,,
2243,no,,,,,,,,
2244,no,,,,,,,,
2245,no,,,,,,,,
2246,no,,,,,,,,
2247,no,,,,,,,,
2248,no,,,,,,,,
2249,no,,,,,,,,
2250,no,,,,,,,,
2251,no,,,,,,,,
2252,no,,,,,,,,
2253,no,,,,,,,,
2254,no,,,,,,,,
2255,no,,,,,,,,
2256,yes,,,,,,,exclude,EC2
2257,no,,,,,,,,
2258,no,,,,,,,,
2259,no,,,,,,,,
2260,yes,,,,,,,exclude,EC1
2261,yes,,,,,,,exclude,EC1
2262,no,,,,,,,,
2263,no,,,,,,,,
2264,no,,,,,,,,
2265,no,,,,,,,,
2266,no,,,,,,,,
2267,no,,,,,,,,
2268,no,,,,,,,,
2269,no,,,,,,,,
2270,no,,,,,,,,
2271,no,,,,,,,,
2272,no,,,,,,,,
2273,no,,,,,,,,
2274,no,,,,,,,,
2275,no,,,,,,,,
2276,no,,,,,,,,
2277,no,,,,,,,,
2278,no,,,,,,,,
2279,no,,,,,,,,
2280,no,,,,,,,,
2281,no,,,,,,,,
2282,no,,,,,,,,
2283,no,,,,,,,,
2284,no,,,,,,,,
2285,no,,,,,,,,
2286,no,,,,,,,,
2287,no,,,,,,,,
2288,no,,,,,,,,
2289,no,,,,,,,,
2290,no,,,,,,,,
2291,no,,,,,,,,
2292,no,,,,,,,,
2293,no,,,,,,,,
2294,no,,,,,,,,
2295,no,,,,,,,,
2296,no,,,,,,,,
2297,yes,,,,,,,exclude,EC1
2298,no,,,,,,,,
2299,no,,,,,,,,
2300,no,,,,,,,,
2301,no,,,,,,,,
2302,no,,,,,,,,
2303,no,,,,,,,,
2304,no,,,,,,,,
2305,no,,,,,,,,
2306,no,,,,,,,,
2307,no,,,,,,,,
2308,no,,,,,,,,
2309,no,,,,,,,,
2310,no,,,,,,,,
2311,no,,,,,,,,
2312,no,,,,,,,,
2313,no,,,,,,,,
2314,no,,,,,,,,
2315,no,,,,,,,,
2316,no,,,,,,,,
2317,no,,,,,,,,
2318,no,,,,,,,,
2319,no,,,,,,,,
2320,no,,,,,,,,
2321,no,,,,,,,,
2322,no,,,,,,,,
2323,no,,,,,,,,
2324,no,,,,,,,,
2325,no,,,,,,,,
2326,yes,,,,,,,exclude,EC1
2327,no,,,,,,,,
2328,no,,,,,,,,
2329,yes,,,,,,,exclude,EC2
2330,no,,,,,,,,
2331,no,,,,,,,,
2332,no,,,,,,,,
2333,yes,,,,,,,exclude,EC1
2334,no,,,,,,,,
2335,no,,,,,,,,
2336,no,,,,,,,,
2337,no,,,,,,,,
2338,no,,,,,,,,
2339,no,,,,,,,,
2340,no,,,,,,,,
2341,no,,,,,,,,
2342,no,,,,,,,,
2343,no,,,,,,,,
2344,no,,,,,,,,
2345,no,,,,,,,,
2346,no,,,,,,,,
2347,yes,,,,,,,exclude,EC1
2348,no,,,,,,,,
2349,no,,,,,,,,
2350,no,,,,,,,,
2351,no,,,,,,,,
2352,no,,,,,,,,
2353,no,,,,,,,,
2354,no,,,,,,,,
2355,no,,,,,,,,
2356,no,,,,,,,,
2357,no,,,,,,,,
2358,no,,,,,,,,
2359,yes,,,,,,,exclude,EC1
2360,no,,,,,,,,
2361,yes,,,,,,,exclude,EC1
2362,no,,,,,,,,
2363,no,,,,,,,,
2364,no,,,,,,,,
2365,yes,,,,,,,exclude,EC1
2366,no,,,,,,,,
2367,no,,,,,,,,
2368,no,,,,,,,,
2369,no,,,,,,,,
2370,no,,,,,,,,
2371,no,,,,,,,,
2372,no,,,,,,,,
2373,no,,,,,,,,
2374,no,,,,,,,,
2375,no,,,,,,,,
2376,yes,,,,,,,exclude,EC1
2377,no,,,,,,,,
2378,no,,,,,,,,
2379,yes,,,,,,,exclude,EC1
2380,no,,,,,,,,
2381,no,,,,,,,,
2382,no,,,,,,,,
2383,no,,,,,,,,
2384,no,,,,,,,,
2385,no,,,,,,,,
2386,no,,,,,,,,
2387,no,,,,,,,,
2388,no,,,,,,,,
2389,no,,,,,,,,
2390,no,,,,,,,,
2391,no,,,,,,,,
2392,no,,,,,,,,
2393,no,,,,,,,,
2394,no,,,,,,,,
2395,no,,,,,,,,
2396,yes,,,,,,,exclude,EC1
2397,no,,,,,,,,
2398,no,,,,,,,,
2399,no,,,,,,,,
2400,no,,,,,,,,
2401,no,,,,,,,,
2402,no,,,,,,,,
2403,no,,,,,,,,
2404,yes,,,,,,,exclude,EC1
2405,no,,,,,,,,
2406,no,,,,,,,,
2407,no,,,,,,,,
2408,no,,,,,,,,
2409,no,,,,,,,,
2410,no,,,,,,,,
2411,yes,,,,,,,exclude,EC1
2412,no,,,,,,,,
2413,no,,,,,,,,
2414,no,,,,,,,,
2415,no,,,,,,,,
2416,no,,,,,,,,
2417,no,,,,,,,,
2418,no,,,,,,,,
2419,no,,,,,,,,
2420,no,,,,,,,,
2421,no,,,,,,,,
2422,no,,,,,,,,
2423,no,,,,,,,,
2424,yes,,,,,,,exclude,EC1
2425,no,,,,,,,,
2426,no,,,,,,,,
2427,no,,,,,,,,
2428,no,,,,,,,,
2429,yes,,,,,,,exclude,EC1
2430,no,,,,,,,,
2431,no,,,,,,,,
2432,no,,,,,,,,
2433,no,,,,,,,,
2434,no,,,,,,,,
2435,no,,,,,,,,
2436,yes,,,,,,,exclude,EC1
2437,no,,,,,,,,
2438,no,,,,,,,,
2439,no,,,,,,,,
2440,no,,,,,,,,
2441,no,,,,,,,,
2442,no,,,,,,,,
2443,no,,,,,,,,
2444,no,,,,,,,,
2445,no,,,,,,,,
2446,no,,,,,,,,
2447,no,,,,,,,,
2448,no,,,,,,,,
2449,yes,,,,,,,exclude,EC1
2450,yes,,,,,,,exclude,EC1
2451,no,,,,,,,,
2452,no,,,,,,,,
2453,no,,,,,,,,
2454,no,,,,,,,,
2455,no,,,,,,,,
2456,no,,,,,,,,
2457,no,,,,,,,,
2458,no,,,,,,,,
2459,no,,,,,,,,
2460,no,,,,,,,,
2461,no,,,,,,,,
2462,yes,,,,,,,exclude,EC2
2463,no,,,,,,,,
2464,no,,,,,,,,
2465,no,,,,,,,,
2466,no,,,,,,,,
2467,no,,,,,,,,
2468,no,,,,,,,,
2469,yes,,,,,,,exclude,EC1
2470,no,,,,,,,,
2471,no,,,,,,,,
2472,no,,,,,,,,
2473,no,,,,,,,,
2474,no,,,,,,,,
2475,no,,,,,,,,
2476,no,,,,,,,,
2477,no,,,,,,,,
2478,no,,,,,,,,
2479,no,,,,,,,,
2480,no,,,,,,,,
2481,no,,,,,,,,
2482,no,,,,,,,,
2483,no,,,,,,,,
2484,no,,,,,,,,
2485,no,,,,,,,,
2486,no,,,,,,,,
2487,no,,,,,,,,
2488,no,,,,,,,,
2489,no,,,,,,,,
2490,no,,,,,,,,
2491,no,,,,,,,,
2492,no,,,,,,,,
2493,no,,,,,,,,
2494,no,,,,,,,,
2495,no,,,,,,,,
2496,no,,,,,,,,
2497,no,,,,,,,,
2498,no,,,,,,,,
2499,no,,,,,,,,
2500,yes,,,,,,,exclude,EC1
2501,no,,,,,,,,
2502,no,,,,,,,,
2503,no,,,,,,,,
2504,no,,,,,,,,
2505,no,,,,,,,,
2506,no,,,,,,,,
2507,yes,,,,,,,exclude,EC1
2508,no,,,,,,,,
2509,yes,,,,,,,exclude,EC1
2510,yes,,,,,,,exclude,EC1
2511,no,,,,,,,,
2512,no,,,,,,,,
2513,no,,,,,,,,
2514,no,,,,,,,,
2515,no,,,,,,,,
2516,no,,,,,,,,
2517,yes,,,,,,,exclude,EC1
2518,no,,,,,,,,
2519,no,,,,,,,,
2520,no,,,,,,,,
2521,no,,,,,,,,
2522,no,,,,,,,,
2523,no,,,,,,,,
2524,no,,,,,,,,
2525,no,,,,,,,,
2526,yes,,,,,,,exclude,EC1
2527,no,,,,,,,,
2528,no,,,,,,,,
2529,no,,,,,,,,
2530,no,,,,,,,,
2531,no,,,,,,,,
2532,no,,,,,,,,
2533,no,,,,,,,,
2534,yes,,,,,,,exclude,EC1
2535,yes,,,,,,,exclude,EC1
2536,no,,,,,,,,
2537,no,,,,,,,,
2538,no,,,,,,,,
2539,no,,,,,,,,
2540,no,,,,,,,,
2541,no,,,,,,,,
2542,no,,,,,,,,
2543,no,,,,,,,,
2544,no,,,,,,,,
2545,no,,,,,,,,
2546,no,,,,,,,,
2547,no,,,,,,,,
2548,no,,,,,,,,
2549,no,,,,,,,,
2550,no,,,,,,,,
2551,no,,,,,,,,
2552,no,,,,,,,,
2553,yes,,,,,,,exclude,EC1
2554,no,,,,,,,,
2555,no,,,,,,,,
2556,no,,,,,,,,
2557,no,,,,,,,,
2558,no,,,,,,,,
2559,no,,,,,,,,
2560,no,,,,,,,,
2561,no,,,,,,,,
2562,yes,,,,,,,exclude,EC1
2563,no,,,,,,,,
2564,no,,,,,,,,
2565,no,,,,,,,,
2566,no,,,,,,,,
2567,no,,,,,,,,
2568,no,,,,,,,,
2569,yes,,,,,,,exclude,EC2
2570,no,,,,,,,,
2571,no,,,,,,,,
2572,no,,,,,,,,
2573,yes,,,,,,,exclude,EC1
2574,no,,,,,,,,
2575,no,,,,,,,,
2576,no,,,,,,,,
2577,no,,,,,,,,
2578,no,,,,,,,,
2579,no,,,,,,,,
2580,no,,,,,,,,
2581,no,,,,,,,,
2582,no,,,,,,,,
2583,no,,,,,,,,
2584,yes,,,,,,,exclude,EC1
2585,no,,,,,,,,
2586,no,,,,,,,,
2587,no,,,,,,,,
2588,no,,,,,,,,
2589,no,,,,,,,,
2590,no,,,,,,,,
2591,no,,,,,,,,
2592,no,,,,,,,,
2593,no,,,,,,,,
2594,no,,,,,,,,
2595,yes,,,,,,,exclude,EC1
2596,no,,,,,,,,
2597,no,,,,,,,,
2598,no,,,,,,,,
2599,no,,,,,,,,
2600,no,,,,,,,,
2601,no,,,,,,,,
2602,no,,,,,,,,
2603,no,,,,,,,,
2604,no,,,,,,,,
2605,no,,,,,,,,
2606,no,,,,,,,,
2607,no,,,,,,,,
2608,no,,,,,,,,
2609,no,,,,,,,,
2610,no,,,,,,,,
2611,no,,,,,,,,
2612,no,,,,,,,,
2613,yes,,,,,,,exclude,EC1
2614,no,,,,,,,,
2615,no,,,,,,,,
2616,no,,,,,,,,
2617,no,,,,,,,,
2618,no,,,,,,,,
2619,no,,,,,,,,
2620,no,,,,,,,,
2621,no,,,,,,,,
2622,no,,,,,,,,
2623,no,,,,,,,,
2624,yes,,,,,,,exclude,EC1
2625,no,,,,,,,,
2626,no,,,,,,,,
2627,no,,,,,,,,
2628,no,,,,,,,,
2629,no,,,,,,,,
2630,no,,,,,,,,
2631,no,,,,,,,,
2632,no,,,,,,,,
2633,no,,,,,,,,
2634,no,,,,,,,,
2635,no,,,,,,,,
2636,no,,,,,,,,
2637,no,,,,,,,,
2638,no,,,,,,,,
2639,no,,,,,,,,
2640,no,,,,,,,,
2641,no,,,,,,,,
2642,no,,,,,,,,
2643,no,,,,,,,,
2644,no,,,,,,,,
2645,no,,,,,,,,
2646,no,,,,,,,,
2647,no,,,,,,,,
2648,no,,,,,,,,
2649,no,,,,,,,,
2650,no,,,,,,,,
2651,no,,,,,,,,
2652,no,,,,,,,,
2653,no,,,,,,,,
2654,no,,,,,,,,
2655,no,,,,,,,,
2656,no,,,,,,,,
2657,no,,,,,,,,
2658,no,,,,,,,,
2659,no,,,,,,,,
2660,no,,,,,,,,
2661,no,,,,,,,,
2662,no,,,,,,,,
2663,no,,,,,,,,
2664,no,,,,,,,,
2665,no,,,,,,,,
2666,no,,,,,,,,
2667,no,,,,,,,,
2668,no,,,,,,,,
2669,no,,,,,,,,
2670,no,,,,,,,,
2671,no,,,,,,,,
2672,no,,,,,,,,
2673,no,,,,,,,,
2674,no,,,,,,,,
2675,no,,,,,,,,
2676,no,,,,,,,,
2677,no,,,,,,,,
2678,no,,,,,,,,
2679,no,,,,,,,,
2680,no,,,,,,,,
2681,no,,,,,,,,
2682,no,,,,,,,,
2683,no,,,,,,,,
2684,no,,,,,,,,
2685,no,,,,,,,,
2686,no,,,,,,,,
2687,no,,,,,,,,
2688,no,,,,,,,,
2689,no,,,,,,,,
2690,no,,,,,,,,
2691,no,,,,,,,,
2692,no,,,,,,,,
2693,no,,,,,,,,
2694,no,,,,,,,,
2695,yes,,,,,,,exclude,EC1
2696,no,,,,,,,,
2697,no,,,,,,,,
2698,yes,,,,,,,exclude,EC1
2699,yes,,,,,,,exclude,EC1
2700,yes,,,,,,,exclude,EC1
2701,no,,,,,,,,
2702,no,,,,,,,,
2703,no,,,,,,,,
2704,no,,,,,,,,
2705,no,,,,,,,,
2706,no,,,,,,,,
2707,no,,,,,,,,
2708,no,,,,,,,,
2709,no,,,,,,,,
2710,no,,,,,,,,
2711,no,,,,,,,,
2712,no,,,,,,,,
2713,no,,,,,,,,
2714,no,,,,,,,,
2715,no,,,,,,,,
2716,no,,,,,,,,
2717,no,,,,,,,,
2718,no,,,,,,,,
2719,no,,,,,,,,
2720,no,,,,,,,,
2721,no,,,,,,,,
2722,no,,,,,,,,
2723,no,,,,,,,,
2724,no,,,,,,,,
2725,no,,,,,,,,
2726,no,,,,,,,,
2727,no,,,,,,,,
2728,no,,,,,,,,
2729,no,,,,,,,,
2730,no,,,,,,,,
2731,no,,,,,,,,
2732,no,,,,,,,,
2733,no,,,,,,,,
2734,no,,,,,,,,
2735,no,,,,,,,,
2736,no,,,,,,,,
2737,no,,,,,,,,
2738,no,,,,,,,,
2739,no,,,,,,,,
2740,no,,,,,,,,
2741,yes,,,,,,,exclude,EC1
2742,no,,,,,,,,
2743,no,,,,,,,,
2744,no,,,,,,,,
2745,no,,,,,,,,
2746,no,,,,,,,,
2747,no,,,,,,,,
2748,yes,,,,,,,exclude,EC1
2749,no,,,,,,,,
2750,yes,,,,,,,exclude,EC1
2751,no,,,,,,,,
2752,no,,,,,,,,
2753,no,,,,,,,,
2754,no,,,,,,,,
2755,yes,,,,,,,exclude,EC3
2756,no,,,,,,,,
2757,no,,,,,,,,
2758,no,,,,,,,,
2759,no,,,,,,,,
2760,no,,,,,,,,
2761,no,,,,,,,,
2762,no,,,,,,,,
2763,no,,,,,,,,
2764,no,,,,,,,,
2765,no,,,,,,,,
2766,no,,,,,,,,
2767,no,,,,,,,,
2768,no,,,,,,,,
2769,yes,,,,,,,exclude,EC2
2770,no,,,,,,,,
2771,no,,,,,,,,
2772,no,,,,,,,,
2773,no,,,,,,,,
2774,no,,,,,,,,
2775,no,,,,,,,,
2776,no,,,,,,,,
2777,no,,,,,,,,
2778,no,,,,,,,,
2779,no,,,,,,,,
2780,no,,,,,,,,
2781,no,,,,,,,,
2782,no,,,,,,,,
2783,no,,,,,,,,
2784,no,,,,,,,,
2785,no,,,,,,,,
2786,no,,,,,,,,
2787,yes,,,,,,,exclude,EC1
2788,no,,,,,,,,
2789,no,,,,,,,,
2790,no,,,,,,,,
2791,no,,,,,,,,
2792,no,,,,,,,,
2793,yes,,,,,,,exclude,EC2
2794,no,,,,,,,,
2795,no,,,,,,,,
2796,no,,,,,,,,
2797,no,,,,,,,,
2798,no,,,,,,,,
2799,no,,,,,,,,
2800,no,,,,,,,,
2801,no,,,,,,,,
2802,no,,,,,,,,
2803,no,,,,,,,,
2804,no,,,,,,,,
2805,no,,,,,,,,
2806,no,,,,,,,,
2807,no,,,,,,,,
2808,no,,,,,,,,
2809,no,,,,,,,,
2810,no,,,,,,,,
2811,no,,,,,,,,
2812,no,,,,,,,,
2813,no,,,,,,,,
2814,no,,,,,,,,
2815,no,,,,,,,,
2816,no,,,,,,,,
2817,no,,,,,,,,
2818,no,,,,,,,,
2819,no,,,,,,,,
2820,no,,,,,,,,
2821,no,,,,,,,,
2822,no,,,,,,,,
2823,no,,,,,,,,
2824,no,,,,,,,,
2825,no,,,,,,,,
2826,no,,,,,,,,
2827,no,,,,,,,,
2828,no,,,,,,,,
2829,no,,,,,,,,
2830,no,,,,,,,,
2831,no,,,,,,,,
2832,no,,,,,,,,
2833,no,,,,,,,,
2834,no,,,,,,,,
2835,no,,,,,,,,
2836,no,,,,,,,,
2837,no,,,,,,,,
2838,yes,,,,,,,exclude,EC1
2839,no,,,,,,,,
2840,no,,,,,,,,
2841,no,,,,,,,,
2842,no,,,,,,,,
2843,no,,,,,,,,
2844,yes,,,,,,,exclude,EC1
2845,no,,,,,,,,
2846,no,,,,,,,,
2847,no,,,,,,,,
2848,no,,,,,,,,
2849,no,,,,,,,,
2850,no,,,,,,,,
2851,no,,,,,,,,
2852,no,,,,,,,,
2853,no,,,,,,,,
2854,no,,,,,,,,
2855,no,,,,,,,,
2856,no,,,,,,,,
2857,yes,,,,,,,exclude,EC1
2858,no,,,,,,,,
2859,no,,,,,,,,
2860,no,,,,,,,,
2861,no,,,,,,,,
2862,no,,,,,,,,
2863,no,,,,,,,,
2864,no,,,,,,,,
2865,no,,,,,,,,
2866,no,,,,,,,,
2867,no,,,,,,,,
2868,no,,,,,,,,
2869,no,,,,,,,,
2870,no,,,,,,,,
2871,no,,,,,,,,
2872,no,,,,,,,,
2873,no,,,,,,,,
2874,no,,,,,,,,
2875,no,,,,,,,,
2876,no,,,,,,,,
2877,no,,,,,,,,
2878,no,,,,,,,,
2879,no,,,,,,,,
2880,no,,,,,,,,
2881,no,,,,,,,,
2882,no,,,,,,,,
2883,no,,,,,,,,
2884,no,,,,,,,,
2885,no,,,,,,,,
2886,no,,,,,,,,
2887,no,,,,,,,,
2888,no,,,,,,,,
2889,no,,,,,,,,
2890,no,,,,,,,,
2891,no,,,,,,,,
2892,no,,,,,,,,
2893,no,,,,,,,,
2894,no,,,,,,,,
2895,no,,,,,,,,
2896,yes,,,,,,,exclude,EC1
2897,no,,,,,,,,
2898,yes,,,,,,,exclude,EC1
2899,no,,,,,,,,
2900,no,,,,,,,,
2901,no,,,,,,,,
2902,no,,,,,,,,
2903,no,,,,,,,,
2904,no,,,,,,,,
2905,no,,,,,,,,
2906,no,,,,,,,,
2907,no,,,,,,,,
2908,no,,,,,,,,
2909,no,,,,,,,,
2910,no,,,,,,,,
2911,no,,,,,,,,
2912,no,,,,,,,,
2913,no,,,,,,,,
2914,yes,,,,,,,exclude,EC1
2915,no,,,,,,,,
2916,no,,,,,,,,
2917,no,,,,,,,,
2918,no,,,,,,,,
2919,no,,,,,,,,
2920,no,,,,,,,,
2921,no,,,,,,,,
2922,no,,,,,,,,
2923,no,,,,,,,,
2924,no,,,,,,,,
2925,no,,,,,,,,
2926,no,,,,,,,,
2927,no,,,,,,,,
2928,no,,,,,,,,
2929,no,,,,,,,,
2930,no,,,,,,,,
2931,no,,,,,,,,
2932,no,,,,,,,,
2933,no,,,,,,,,
2934,no,,,,,,,,
2935,yes,,,,,,,exclude,EC1
2936,yes,,,,,,,exclude,EC1
2937,no,,,,,,,,
2938,no,,,,,,,,
2939,no,,,,,,,,
2940,no,,,,,,,,
2941,no,,,,,,,,
2942,yes,,,,,,,exclude,EC1
2943,no,,,,,,,,
2944,no,,,,,,,,
2945,no,,,,,,,,
2946,no,,,,,,,,
2947,no,,,,,,,,
2948,no,,,,,,,,
2949,no,,,,,,,,
2950,no,,,,,,,,
2951,yes,,,,,,,exclude,EC1
2952,no,,,,,,,,
2953,no,,,,,,,,
2954,no,,,,,,,,
2955,no,,,,,,,,
2956,no,,,,,,,,
2957,no,,,,,,,,
2958,no,,,,,,,,
2959,no,,,,,,,,
2960,yes,,,,,,,exclude,EC1
2961,no,,,,,,,,
2962,yes,,,,,,,exclude,EC1
2963,yes,,,,,,,exclude,EC1
2964,yes,,,,,,,exclude,EC1
2965,yes,,,,,,,exclude,EC1
2966,no,,,,,,,,
2967,no,,,,,,,,
2968,no,,,,,,,,
2969,no,,,,,,,,
2970,no,,,,,,,,
2971,yes,,,,,,,exclude,EC1
2972,no,,,,,,,,
2973,yes,,,,,,,exclude,EC1
2974,no,,,,,,,,
2975,yes,,,,,,,exclude,EC1
2976,no,,,,,,,,
2977,no,,,,,,,,
2978,no,,,,,,,,
2979,no,,,,,,,,
2980,no,,,,,,,,
2981,no,,,,,,,,
2982,no,,,,,,,,
2983,no,,,,,,,,
2984,no,,,,,,,,
2985,no,,,,,,,,
2986,no,,,,,,,,
2987,no,,,,,,,,
2988,no,,,,,,,,
2989,no,,,,,,,,
2990,no,,,,,,,,
2991,no,,,,,,,,
2992,no,,,,,,,,
2993,no,,,,,,,,
2994,no,,,,,,,,
2995,no,,,,,,,,
2996,no,,,,,,,,
2997,yes,,,,,,,exclude,EC3
2998,no,,,,,,,,
2999,no,,,,,,,,
3000,yes,,,,,,,exclude,EC2
3001,no,,,,,,,,
3002,no,,,,,,,,
3003,yes,,,,,,,exclude,EC1
3004,no,,,,,,,,
3005,no,,,,,,,,
3006,no,,,,,,,,
3007,yes,,,,,,,exclude,EC1
3008,no,,,,,,,,
3009,no,,,,,,,,
3010,no,,,,,,,,
3011,no,,,,,,,,
3012,yes,,,,,,,exclude,EC1
3013,no,,,,,,,,
3014,no,,,,,,,,
3015,no,,,,,,,,
3016,no,,,,,,,,
3017,no,,,,,,,,
3018,no,,,,,,,,
3019,yes,,,,,,,exclude,EC1
3020,no,,,,,,,,
3021,no,,,,,,,,
3022,no,,,,,,,,
3023,no,,,,,,,,
3024,no,,,,,,,,
3025,no,,,,,,,,
3026,no,,,,,,,,
3027,no,,,,,,,,
3028,no,,,,,,,,
3029,no,,,,,,,,
3030,no,,,,,,,,
3031,no,,,,,,,,
3032,no,,,,,,,,
3033,yes,,,,,,,exclude,EC1
3034,no,,,,,,,,
3035,no,,,,,,,,
3036,no,,,,,,,,
3037,no,,,,,,,,
3038,no,,,,,,,,
3039,no,,,,,,,,
3040,no,,,,,,,,
3041,no,,,,,,,,
3042,no,,,,,,,,
3043,no,,,,,,,,
3044,no,,,,,,,,
3045,no,,,,,,,,
3046,no,,,,,,,,
3047,no,,,,,,,,
3048,no,,,,,,,,
3049,no,,,,,,,,
3050,no,,,,,,,,
3051,no,,,,,,,,
3052,no,,,,,,,,
3053,no,,,,,,,,
3054,no,,,,,,,,
3055,yes,,,,,,,exclude,EC1
3056,no,,,,,,,,
3057,no,,,,,,,,
3058,no,,,,,,,,
3059,no,,,,,,,,
3060,yes,,,,,,,exclude,EC1
3061,yes,,,,,,,exclude,EC1
3062,no,,,,,,,,
3063,no,,,,,,,,
3064,yes,,,,,,,exclude,EC1
3065,yes,,,,,,,exclude,EC2
3066,no,,,,,,,,
3067,no,,,,,,,,
3068,no,,,,,,,,
3069,no,,,,,,,,
3070,no,,,,,,,,
3071,no,,,,,,,,
3072,no,,,,,,,,
3073,no,,,,,,,,
3074,no,,,,,,,,
3075,no,,,,,,,,
3076,no,,,,,,,,
3077,no,,,,,,,,
3078,no,,,,,,,,
3079,no,,,,,,,,
3080,no,,,,,,,,
3081,no,,,,,,,,
3082,no,,,,,,,,
3083,no,,,,,,,,
3084,no,,,,,,,,
3085,no,,,,,,,,
3086,no,,,,,,,,
3087,no,,,,,,,,
3088,yes,,,,,,,exclude,EC1
3089,no,,,,,,,,
3090,no,,,,,,,,
3091,yes,,,,,,,exclude,EC1
3092,yes,,,,,,,exclude,EC1
3093,yes,,,,,,,exclude,EC1
3094,no,,,,,,,,
3095,no,,,,,,,,
3096,no,,,,,,,,
3097,no,,,,,,,,
3098,no,,,,,,,,
3099,no,,,,,,,,
3100,no,,,,,,,,
3101,no,,,,,,,,
3102,no,,,,,,,,
3103,no,,,,,,,,
3104,no,,,,,,,,
3105,no,,,,,,,,
3106,no,,,,,,,,
3107,yes,,,,,,,exclude,EC1
3108,no,,,,,,,,
3109,no,,,,,,,,
3110,no,,,,,,,,
3111,no,,,,,,,,
3112,no,,,,,,,,
3113,no,,,,,,,,
3114,no,,,,,,,,
3115,no,,,,,,,,
3116,no,,,,,,,,
3117,no,,,,,,,,
3118,no,,,,,,,,
3119,no,,,,,,,,
3120,no,,,,,,,,
3121,yes,,,,,,,exclude,EC1
3122,yes,,,,,,,exclude,EC1
3123,no,,,,,,,,
3124,no,,,,,,,,
3125,no,,,,,,,,
3126,no,,,,,,,,
3127,no,,,,,,,,
3128,yes,,,,,,,exclude,EC1
3129,no,,,,,,,,
3130,no,,,,,,,,
3131,no,,,,,,,,
3132,no,,,,,,,,
3133,no,,,,,,,,
3134,no,,,,,,,,
3135,no,,,,,,,,
3136,yes,,,,,,,exclude,EC1
3137,no,,,,,,,,
3138,no,,,,,,,,
3139,no,,,,,,,,
3140,no,,,,,,,,
3141,no,,,,,,,,
3142,no,,,,,,,,
3143,no,,,,,,,,
3144,no,,,,,,,,
3145,no,,,,,,,,
3146,no,,,,,,,,
3147,no,,,,,,,,
3148,no,,,,,,,,
3149,yes,,,,,,,exclude,EC1
3150,no,,,,,,,,
3151,no,,,,,,,,
3152,no,,,,,,,,
3153,no,,,,,,,,
3154,no,,,,,,,,
3155,no,,,,,,,,
3156,no,,,,,,,,
3157,yes,,,,,,,exclude,EC1
3158,no,,,,,,,,
3159,no,,,,,,,,
3160,no,,,,,,,,
3161,no,,,,,,,,
3162,no,,,,,,,,
3163,no,,,,,,,,
3164,no,,,,,,,,
3165,no,,,,,,,,
3166,no,,,,,,,,
3167,no,,,,,,,,
3168,no,,,,,,,,
3169,no,,,,,,,,
3170,no,,,,,,,,
3171,no,,,,,,,,
3172,no,,,,,,,,
3173,no,,,,,,,,
3174,no,,,,,,,,
3175,no,,,,,,,,
3176,yes,,,,,,,exclude,EC1
3177,no,,,,,,,,
3178,no,,,,,,,,
3179,no,,,,,,,,
3180,no,,,,,,,,
3181,no,,,,,,,,
3182,no,,,,,,,,
3183,no,,,,,,,,
3184,no,,,,,,,,
3185,no,,,,,,,,
3186,no,,,,,,,,
3187,no,,,,,,,,
3188,no,,,,,,,,
3189,no,,,,,,,,
3190,no,,,,,,,,
3191,no,,,,,,,,
3192,no,,,,,,,,
3193,no,,,,,,,,
3194,no,,,,,,,,
3195,no,,,,,,,,
3196,no,,,,,,,,
3197,no,,,,,,,,
3198,no,,,,,,,,
3199,no,,,,,,,,
3200,no,,,,,,,,
3201,no,,,,,,,,
3202,no,,,,,,,,
3203,no,,,,,,,,
3204,no,,,,,,,,
3205,no,,,,,,,,
3206,no,,,,,,,,
3207,no,,,,,,,,
3208,no,,,,,,,,
3209,no,,,,,,,,
3210,no,,,,,,,,
3211,no,,,,,,,,
3212,no,,,,,,,,
3213,no,,,,,,,,
3214,no,,,,,,,,
3215,no,,,,,,,,
3216,no,,,,,,,,
3217,no,,,,,,,,
3218,no,,,,,,,,
3219,no,,,,,,,,
3220,no,,,,,,,,
3221,no,,,,,,,,
3222,no,,,,,,,,
3223,no,,,,,,,,
3224,no,,,,,,,,
3225,no,,,,,,,,
